2,
0.000000f,63.742004,63.742004,63.742004,
34.233002f,63.742004,63.742004,63.742004,
;
2,
0.000000f,0.000000,0.000000,0.000000,
34.233002f,0.000000,0.000000,0.000000,
;
63,
0.0f,-9.85924,25.3049,0.95139,-9.85924,25.3049,0.95139,-9.85924,25.3049,0.95139,
0.0333333f,-9.84753,25.2987,0.9540156,-9.84753,25.2987,0.9540156,-9.84753,25.2987,0.9540156,
0.0666667f,-9.83716,25.289,0.9566242,-9.83716,25.289,0.9566242,-9.83716,25.289,0.9566242,
0.166667f,-9.81337,25.2454,0.9239875,-9.81337,25.2454,0.9239875,-9.81337,25.2454,0.9239875,
0.2f,-9.81138,25.2321,0.926203,-9.81138,25.2321,0.926203,-9.81138,25.2321,0.926203,
0.5f,-9.80679,25.0011,0.95667,-9.80679,25.0011,0.95667,-9.80679,25.0011,0.95667,
0.533333f,-9.81477,24.9728,0.9563641,-9.81477,24.9728,0.9563641,-9.81477,24.9728,0.9563641,
0.6f,-9.82985,24.9212,0.9553606,-9.82985,24.9212,0.9553606,-9.82985,24.9212,0.9553606,
1.53333f,-10.0572,23.6613,0.9747926,-10.0572,23.6613,0.9747926,-10.0572,23.6613,0.9747926,
1.73333f,-10.1064,23.3887,0.9728014,-10.1064,23.3887,0.9728014,-10.1064,23.3887,0.9728014,
1.8f,-10.1173,23.3,0.9723755,-10.1173,23.3,0.9723755,-10.1173,23.3,0.9723755,
1.83333f,-10.1231,23.2518,0.972212,-10.1231,23.2518,0.972212,-10.1231,23.2518,0.972212,
1.86667f,-10.1287,23.213,0.9720397,-10.1287,23.213,0.9720397,-10.1287,23.213,0.9720397,
1.93333f,-10.1368,23.1457,0.9713202,-10.1368,23.1457,0.9713202,-10.1368,23.1457,0.9713202,
2.0f,-10.1447,23.0802,0.9706407,-10.1447,23.0802,0.9706407,-10.1447,23.0802,0.9706407,
2.03333f,-10.1489,23.0441,0.9889581,-10.1489,23.0441,0.9889581,-10.1489,23.0441,0.9889581,
2.06667f,-10.1532,23.0086,0.9872784,-10.1532,23.0086,0.9872784,-10.1532,23.0086,0.9872784,
2.26667f,-10.1791,22.8195,0.9962694,-10.1791,22.8195,0.9962694,-10.1791,22.8195,0.9962694,
2.43333f,-10.201,22.6628,1.00497046,-10.201,22.6628,1.00497046,-10.201,22.6628,1.00497046,
2.46667f,-10.2071,22.6293,1.00918119,-10.2071,22.6293,1.00918119,-10.2071,22.6293,1.00918119,
3.6f,-10.4408,21.6239,1.169063,-10.4408,21.6239,1.169063,-10.4408,21.6239,1.169063,
3.66667f,-10.461,21.5574,1.177526,-10.461,21.5574,1.177526,-10.461,21.5574,1.177526,
3.83333f,-10.5105,21.3884,1.190454,-10.5105,21.3884,1.190454,-10.5105,21.3884,1.190454,
3.86667f,-10.5218,21.352,1.192911,-10.5218,21.352,1.192911,-10.5218,21.352,1.192911,
